task,language,origin_query,category_path,label
QC,es,bochi the rock,"men's clothing,tops & tees,t-shirts",1
QC,fr,seche linge pour vêtements,"home appliances,major appliances,clothes drying machine",1
QC,it,orologio root beer,"watches,couple watches",0
QC,it,orologio da parete spedizione gratuita,"home & garden,home decor,clocks,wall clocks",1
QC,es,princesa peach,"luggage & bags,backpacks",1
QC,pl,mercedes c180 akcesoria,"automobiles, parts & accessories,interior accessories,interior mouldings",1
QC,pl,top wiązany na szyi,"men's clothing,sweaters,pullovers",0
QC,pl,smycz na klucze,"toys & hobbies,games and puzzles,puzzles",0
QC,de,Knoblauch,"home & garden,kitchen,dining & bar,kitchen tools & gadgets,fruit & vegetable tools",0
QC,pl,Nintendo,"consumer electronics,games & accessories,video game consoles",1
QC,ko,블랙야,"hair extensions & wigs,synthetic hair,synthetic wigs(for black)",0
QC,ko,브리오,"watches,men's watches,quartz wristwatches",0
QC,en,halloween costumes woman,"novelty & special use,cosplay accessories,cosplay costumes（deactivate）",1
QC,pl,duży basen kąpielowy,"sports & entertainment,water sports,swimming accessories,swimming pool",1
QC,pt,camisa verde fresca,"women's clothing,shirts & blouses,women shirt",1
QC,en,filters for masks fast shipping,"security & protection,workplace safety supplies,masks,dust mask",1
QC,pt,wallet grife luxo,"luggage & bags,women's handbags,shoulder bags",0
QC,ja,ハマー,"automobiles, parts & accessories,car lights,signal lamp",1
QC,de,Jacken für Herren,"sports shoes,clothing&accessories,sportswear & accessories,running,running jackets",1
QC,pt,realme tv stick,"consumer electronics,home audio & video,tv stick",1
QC,en,civic ek,"automobiles, parts & accessories,chassis parts,suspension & steering,control arms & parts",1
QC,ar,زينة عيد الشكر,"home & garden,home decor,decoration crafts,wind chimes & hanging decorations",1
QC,it,resident evil,"men's clothing,tops & tees,t-shirts",1
QC,en,centa,"automobiles, parts & accessories,car repair tool,diagnostic tools",1
QC,fr,basse uv gel una,"shoes,women's shoes,flats",0
QC,es,pantalonese de vestir invierno mujer,"women's clothing,jeans（new）,plus size jeans（new）,plus size jeans",0
QC,de,Neue amerikanische Retro Used-Look Jeans High Street,"men's clothing,jeans（new）,denim shorts",0
QC,fr,micro bec,"toys & hobbies,remote control toys,parts & accs",1
QC,ja,ステッカー カスタム,"home & garden,arts,crafts & sewing,scrapbooking & stamping,stickers",1
QC,pt,lembranca de aniversário infantil,"lights & lighting,night lights",1
QC,pl,organizer na biurko,"office & school supplies,desk accessories & organizer,pen holders",1
QC,pt,óculos lupa cabeça,"tools,measurement & analysis instruments,optical instruments,lenses",0
QC,pt,super lanterna titanium max 100w 12000lumens,"lights & lighting,portable lighting,flashlights & torches",1
QC,pl,bransoletka Duro,"jewelry & accessories,fine jewelry,bracelets",1
QC,en,afro wigs 100% human wig,"hair extensions & wigs,human wigs( for black),front lace wigs",1
QC,pt,neve roupa feminina,"women's clothing,fur & faux fur",1
QC,es,ropa miu miu,"sports shoes,clothing&accessories,sportswear & accessories,skateboarding,skateboarding shorts",1
QC,fr,veste polaire femme chaud hiver longue,"women's clothing,fur & faux fur",1
QC,fr,sac bandouliere chaine,"luggage & bags,women's handbags,shoulder bags",1
QC,ar,زينة الهالوين للسيارة,"automobiles, parts & accessories,exterior accessories,car body film",1
QC,ko,c400gt 튜닝,"motorcycle equipments & parts,motorcycle parts,lighting & indicators,motorcycle signal lamp",1
QC,it,articoli nfl dallas cowboys,"sports shoes,clothing&accessories,sportswear & accessories,ice hockey,ice hockey jerseys",1
QC,fr,capteur pedalier velo electrique,"automobiles, parts & accessories,automotive sensors,automobiles sensors,crankshaft/camshafts position sensor",0
QC,en,christmas decorations,"home & garden,home storage & organization,holiday décor storage,ornament storage",1
QC,ja,ドリンクカッププラスチック,"home & garden,kitchen,dining & bar,disposable kitchenware,disposable cups",1
QC,es,gabby y la casa de muñecas juguetes,"luggage & bags,special purpose bags,lunch bags",1
QC,pl,pedały Demonfx,"sports & entertainment,musical instruments,stringed instruments,guitar parts & accessories",1
QC,ar,أحذية رياضية لوي فيتون للرجال,"sports shoes,clothing&accessories,sneakers,hiking shoes",0
QC,es,luces rgb para coche,"automobiles, parts & accessories,car lights,signal lamp assembly,clearance lights assembly",0
QC,ko,흑찰옥수수,"food,grain products,rice",0
QC,en,water filter,"home appliances,kitchen appliances,electric water filters",1
QC,es,accesorios para habitaciones hombre,"jewelry & accessories,fashion jewelry,rings",0
QC,ar,M3,"automobiles, parts & accessories,car electronics,car electronics accessories,head-up display",1
QC,fr,jouet sexuelles bizarres,"beauty & health,sex products,sex toys,half sex doll",1
QC,en,rafia,"home & garden,arts,crafts & sewing,diy knitting&crocheting,diy knitting",1
QC,pl,maszyna do pieczątek,"home & garden,arts,crafts & sewing,scrapbooking & stamping,stamps",1
QC,pt,pulseira milanese para Apple watch,"watches,watches accessories,watchbands",1
QC,es,tapete alfombra,"automobiles, parts & accessories,interior accessories,car mat accessories,custom floor mats",1
QC,ar,إيكوكو,"home & garden,home storage & organization,bathroom storage & organization,storage shelves & racks",1
QC,pt,dpstgym store,"sports shoes,clothing&accessories,sportswear & accessories,tennis,tennis dresses",0
QC,pl,zamek z klamką,"motorcycle equipments & parts,ornamental & cleaning,safety & security,chains & u-locks",0
QC,pt,organizador de penteadeira,"toys & hobbies,action & toy figures,animation derivatives/peripheral products",1
QC,ko,부적 스티커,"home & garden,home decor,home decoration stickers & posters,wall stickers",1
QC,es,harry portter productos,"automobiles, parts & accessories,exterior accessories,car stickers",1
QC,ar,حقيبة يد جديدة,"luggage & bags,travel bags,travel tote",1
QC,pt,devil may cry,"lights & lighting,indoor lighting,table lamps",1
QC,pl,hangydon,"toys & hobbies,stuffed animals & plush,plush backpacks",1
QC,pl,oppo a79,"phones & telecommunications accessories,mobile phone accessories,screen protectors",0
QC,ko,혼다 비전,"motorcycle equipments & parts,motorcycle parts,body & frame,stands",1
QC,pl,domek dla dziecka,"toys & hobbies,building & construction toys,blocks",0
QC,es,motocicleta,"motorcycle equipments & parts,motorcycle equipments,motorcycle street gear,protective gears accessories",1
QC,de,Y2K Hemden und Blusen,"women's clothing,plus size clothes,plus size blouses & shirts",1
QC,en,mtb aceseories,"sports & entertainment,cycling,bicycle parts,bicycle derailleur hanger",1
QC,es,inividor de señal,"security & protection,security alarm,anti candid camera detector",1
QC,ar,كروم هارتس مرصعة,"jewelry & accessories,fashion jewelry,pendants",1
QC,fr,aceddoire de bijoux,"jewelry & accessories,fashion jewelry,body jewelry,body jewelry stickers",0
QC,en,wmark,"home & garden,household merchandises,bathroom products,shaver holders",0
QC,de,osomatsu,"toys & hobbies,stuffed animals & plush,plush keychains",1
QC,fr,centre de table mariage wedding métal,"home & garden,festive & party supplies,event & party,wedding arches",0
QC,it,mi band 8 pro,"consumer electronics,smart electronics,wearable devices,wristbands",1
QC,es,mesa para compuatador,"furniture,office furniture,computer desks",1
QC,it,maglione effetto lavato,"men's clothing,sweaters,pullovers",1
QC,en,scrub daddy sponges,"home & garden,household merchandises,household cleaning tools & accessories,sponges & scouring pads",1
QC,pt,ferramentas carpintaria,"tools,hand tools,wrench",1
QC,es,herramientas taller mecánico automotriz,"automobiles, parts & accessories,car repair tool,inspection tools,endoscope & flaw detection tool",1
QC,es,mochila feminina,"sports & entertainment,camping & hiking,outdoor bags",1
QC,it,festa al neon,"lights & lighting,led lighting,led strip",1
QC,ar,Rive Gauche من إيف سان لوران,"women's clothing,tops & tees,t-shirts",0
QC,it,Dolce Gusto,"home appliances,kitchen appliances,coffee machines",1
QC,pl,zegarek z ruletką,"consumer electronics,games & accessories,game deals",0
QC,pt,minkys stationery store,"office & school supplies,desk accessories & organizer,badge holder & accessories",1
QC,pt,refil filtro torneira,"home improvement,kitchen fixture,water filtration,under-sink & countertop filtration",0
QC,ja,ハンドバック かわいい,"luggage & bags,men's bags,messenger bags",1
QC,es,guardabarro bicicleta,"sports & entertainment,cycling,bicycle parts,bicycle fenders",1
QC,ar,مستحضرات تجميل كورية للوجه,"beauty & health,skin care,face care,face serum",0
QC,ko,원터치자동텐트,"sports & entertainment,camping & hiking,tents & shelters,tents",1
QC,ja,ipad pro ケース 11,"computer & office,tablet accessories & parts,tablets & e-books case",1
QC,ar,معالج زيون,"computer & office,computer components,pc fans & cooling,cpu fans & heatsinks",0
QC,pt,luminária espelho banheiro,"lights & lighting,indoor lighting,wall lamps",1
QC,fr,android box de tv 2024,"consumer electronics,home audio & video,tv receivers,set top box",1
QC,ja,ケアベア,"toys & hobbies,stuffed animals & plush,movies & tv",1
QC,pl,czarna sukienka,"women's clothing,dresses",1
QC,pl,Sionix,"sports & entertainment,hunting,hunting optics,hunting lasers",0
QC,de,Autoabdeckung Hyundai Santa Fe,"automobiles, parts & accessories,interior accessories,steering wheels & accessories,steering covers",1
QC,ar,إيروكسون,"jewelry & accessories,fine jewelry,beads",0
QC,it,articoli per neonato,"mother & kids,baby clothing,pants",1
QC,en,awesafe golf 6,"automobiles, parts & accessories,car electronics,car intelligent system,car multimedia player",1
QC,es,accesorios coche seat ateca,"automobiles, parts & accessories,exterior accessories,car body film",1
QC,ko,생수100,"food,water/ juices/ drinks,water,mineral water",1
QC,pl,ubranka Qbaby,"mother & kids,baby clothing,hoodies & sweatshirts",1
QC,pl,redmi note 4,"phones & telecommunications,mobile phones",1
QC,ar,مبنى ليغو معياري,"toys & hobbies,action & toy figures,animation derivatives/peripheral products",1
QC,it,piumino da donna con cappuccio in vera pelliccia,"women's clothing,real fur",0
QC,en,cloth organizer,"home & garden,home storage & organization,clothing & wardrobe storage,foldable storage bags",0
QC,it,Borsa plissettata ricamata,"luggage & bags,women's handbags,tote bags",1
QC,ko,도시락통 스테인리스,"home & garden,home storage & organization,kitchen storage & organization,bottles,jars & boxes",0
QC,fr,85 sx,"motorcycle equipments & parts,motorcycle parts,engines & engine parts,cylinder bolts",1
QC,it,opel antara,"automobiles, parts & accessories,exterior accessories,car covers",1
QC,ar,مجوهرات رجالية عالية الجودة,"jewelry & accessories,fine jewelry,earrings,stud earrings",1
QC,ar,بي جي في بي T01s,"consumer electronics,portable audio & video,digital-to-analog converter (dac)",1
QC,ar,أقراط نسائية,"jewelry & accessories,fine jewelry,earrings,clip earrings",1
QC,fr,stylo disney,"office & school supplies,pens, pencils & writing supplies,porous-point pens",1
QC,it,panettone,"home & garden,kitchen,dining & bar,bakeware,baking & pastry tools",0
QC,fr,honda cb 650 r accessoires 2019,"motorcycle equipments & parts,motorcycle parts,brakes & suspension,brake cylinders",1
QC,pl,Bonie,"jewelry & accessories,fashion jewelry,earrings,stud earrings",1
QC,pt,kit de mochila escolar feminina kids,"mother & kids,kids accessories,baby & kid bag,kids backpack",0
QC,ko,카누 150,"motorcycle equipments & parts,modification&protection,motorcycle modification,covers & ornamental mouldings",0
QC,pt,top faixa,"motorcycle equipments & parts,motorcycle equipments,motorcycle merchandise,shirts & tops",0
QC,it,stampo in silicone tartaruga,"home & garden,arts,crafts & sewing,candle making,candle molds",1
QC,en,graphic jackets,"women's clothing,plus size clothes,plus size outwear",1
QC,en,clothes p holidays,"women's clothing,leggings",1
QC,en,sexes lingeries push up,"novelty & special use,exotic apparel,babydolls & chemises",0
QC,ko,진열대,"home & garden,home storage & organization,storage holders & racks",1
QC,es,accesorios para auto hiunday i 10,"automobiles, parts & accessories,exterior accessories,car stickers",1
QC,ar,طقم بمقاس كبير,"underwear,men's sleep & lounge,robe sets",0
QC,es,juguetes de gaby y la casa de muñecas,"toys & hobbies,action & toy figures,fantasy figurines",0
QC,fr,glow recipe produit,"beauty & health,skin care,sun,facial self tanners & bronzers",0
QC,en,venalisa,"beauty & health,nail art & tools,nail art,false nails",1
QC,ko,저지방,"jewelry & accessories,fine jewelry,bracelets",0
QC,de,Nike Sneaker Herren,"sports shoes,clothing&accessories,sneakers,trail running",1
QC,it,SYM TL508 Fabri,"motorcycle equipments & parts,motorcycle parts,body & frame,windscreens & wind deflectors",1
QC,en,fujifilm x100vi,"consumer electronics,camera & photo,film cameras",0
QC,ar,مفتاح تويوتا,"automobiles, parts & accessories,car lock system,car key,remote key",1
QC,it,orologio Tag Heuer,"watches,men's watches,quartz wristwatches",1
QC,ar,ملابس نسائية خريف 2020,"women's clothing,coats & jackets,tailored coat",1
QC,en,beats studio buds,"consumer electronics,portable audio & video,earphones & headphones",1
QC,de,Christian Louboutin Sneaker,"sports shoes,clothing&accessories,sneakers,basketball shoes",1
QC,es,gatchets tecnologicos,"phones & telecommunications,mobile phone parts,mobile phone lcd screens",1
QC,pl,damskie luksusowe sukienki od projektantów 2024,"women's clothing,dresses",1
QC,ja,キティー　ズボン,"women's clothing,blazer & suits,tailored trousers",1
QC,fr,pyjama ado drole,"mother & kids,children's clothing,sleepwear & robe,blanket sleepers",0
QC,it,tutore per piede cadente,"beauty & health,health care,personal health care,braces & supports",1
QC,pt,sapato feminino salto,"sports shoes,clothing&accessories,sneakers,beach & outdoor sandals",1
QC,ja,棚 収納,"home & garden,home decor,home accessories,decorative shelves/display stands",1
QC,fr,bijoux bagues de fiancaille,"jewelry & accessories,fashion jewelry,earrings,dangle earrings",0
QC,es,satisfayers de hombres,"beauty & health,sex products,sex toys,semen lock ring",1
QC,en,tesla y accessories,"automobiles, parts & accessories,new energy vehicle parts & accessories,electric vehicle accessories,electric vehicle mounts & holder",1
QC,ja,すぬーぴーポーチ,"luggage & bags,women's handbags,tote bags",1
QC,ko,아이폰14 pro 케이스,"phones & telecommunications accessories,mobile phone accessories,mobile phone cases & covers",1
QC,pl,drewniany hak,"home & garden,home storage & organization,hooks,multi-purpose hooks",1
QC,ja,美容グッズ,"beauty & health,health care,chinese medicine,accupuncture",0
QC,de,Truss,"home & garden,festive & party supplies,event & party,wedding arches",0
QC,it,accessori BMW M4 F82,"automobiles, parts & accessories,interior parts,interior door handles",1
QC,it,Prismacolor Premier,"tools,measurement & analysis instruments,optical instruments,prisms",0
QC,ko,프린트셔츠,"motorcycle equipments & parts,motorcycle equipments,motorcycle merchandise,shirts & tops",1
QC,de,Schrank,"home improvement,bathroom fixture,bathroom vanities",1
QC,ja,ヴェゼルrvカスタムパーツ,"automobiles, parts & accessories,interior accessories,car interior decor accessories,key case for car",1
QC,it,organizer doccia senza forare,"home improvement,bathroom fixture,bathroom hardware,toilet brush holders",0
QC,es,mssturbador de hombre,"men's clothing,hoodies & sweatshirts",0
QC,es,escoba magica,"jewelry & accessories,fashion jewelry,key chains",0
QC,pt,xeon e5 2650 v2,"computer & office,computer components,cpus",1
QC,de,Balenciaga Taschen,"luggage & bags,women's handbags,evening bags",1
QC,ko,오토바이 핸들장식,"motorcycle equipments & parts,ornamental & cleaning,motorcycle ornamental,motorcycle stickers",1
QC,en,7800x3d,"electronic components & supplies,electronic accessories & supplies,semiconductors",0
QC,ko,오휘,"sports shoes,clothing&accessories,sneakers,skateboarding shoes",0
QC,ko,성인용품여성용,"beauty & health,sex products,sm products,bondage gear",1
QC,pl,uniwersalny organizer sufitowy do samochodu,"automobiles, parts & accessories,interior accessories,mounts & holder,shelves",0
QC,fr,zara femme 2024 nouveauté traf,"women's clothing,shorts",1
QC,fr,sexy 2 piece set womens outifits,"women's clothing,swimwears,bikinis set",1
QC,pl,koszulka do biegania,"men's clothing,tops & tees,t-shirts",1
QC,ko,차량용장식,"automobiles, parts & accessories,exterior parts,chromium styling",1
QC,en,kaychains,"consumer electronics,games & accessories,game deals",0
QC,pl,kamera zewnętrzna wifi,"security & protection,video surveillance,surveillance camera,starlight camera",1
QC,it,per acquario,"home & garden,pet products,fish & aquatic pet supplies,fish feeders",1
QC,fr,luminaires salon salle a manger,"lights & lighting,indoor lighting,ceiling fans",1
QC,fr,panier rangements couvercle,"home & garden,home storage & organization,kitchen storage & organization,bags & baskets",1
QC,ar,سجاد رينو سانديرو,"automobiles, parts & accessories,interior accessories,car mat accessories,universal car floor mats",1
QC,es,vidrio,"apparel accessories,eyewear & accessories,reading glasses",1
QC,es,bandeja para pedicura profesional,"beauty & health,nail art & tools,nail tools,foot rasps",0
QC,ko,탄씨엔쯔,"tools,power tools,electric screwdriver",0
QC,en,men jacket,"sports & entertainment,cycling,cycling equipment,cycling jackets",1
QC,de,Kia Optima 2017,"automobiles, parts & accessories,car lights,signal lamp assembly,additional brake lights assembly",1
QC,fr,neoteck,"tools,measurement & analysis instruments,physical measuring instruments,hardness testers",0
QC,pt,chaveiro caveira para motos,"motorcycle equipments & parts,motorcycle & atv,electric motorcycle",0
QC,ar,لوحة مفاتيح ميكانيكية K500 B61,"consumer electronics,games & accessories,accessories",0
QC,ko,뿌리펌,"hair extensions & wigs,human wigs( for black),part lace wigs",0
QC,fr,kpop outfit,"women's clothing,jumpsuits&rompers,jumpsuits",0
QC,de,Makrele,"beauty & health,nail art & tools,nail art,nail gel",0
QC,pl,aspekt,"computer & office,computer peripherals,mice & keyboards,mouse pads",0
QC,it,borse Louis Vuitton di lusso firmate,"luggage & bags,men's bags,clutches",1
QC,fr,peche en mer equipement,"sports & entertainment,fishing,fishing apparel,fishing caps",1
QC,pl,biały organizer do przechowywania,"consumer electronics,accessories & parts,battery storage boxes",1
QC,pl,plecak szkolny Minecraft dla dzieci,"mother & kids,kids accessories,baby & kid bag,baby harness backpack",1
QC,ko,pcx 악세사리,"motorcycle equipments & parts,motorcycle parts,exhausts & exhaust systems,exhausts pipes",1
QC,ja,ライト led,"lights & lighting,holiday lighting",1
QC,de,Kappe,"apparel accessories,hats & caps,newsboy caps",0
QC,ja,ハーフムーンライト,"lights & lighting,led lighting,led strip",0
QC,ja,アマチュア無線機,"phones & telecommunications accessories,walkie talkie accessories & parts,walkie talkie parts & accessories",0
QC,pl,ubrania ciążowe,"mother & kids,maternity clothings,tees",1
QC,pt,geci de dama de iarna,"women's clothing,coats & jackets,jackets",1
QC,fr,peinture bmw e46 noir,"automobiles, parts & accessories,interior accessories,car mat accessories,universal car floor mats",0
QC,de,Tesla Model Y Sonnenbrillenhalter,"automobiles, parts & accessories,new energy vehicle parts & accessories,electric vehicle accessories,electric vehicle stowing tidying",1
QC,ko,쿠로미 가방,"luggage & bags,kids' bags,backpacks",0
QC,en,kurumi tokisaki figure,"toys & hobbies,action & toy figures,animation derivatives/peripheral products",1
QC,ko,히미코,"luggage & bags,women's handbags,tote bags",0
QC,pt,i2go,"computer & office,tablets",0
QC,pt,ez,"automobiles, parts & accessories,car electronics,car audio,speaker line",0
QC,es,tou,"luggage & bags,women's handbags,evening bags",1
QC,en,car hanging acesssories,"automobiles, parts & accessories,interior accessories,mounts & holder,car coat hanger",1
QC,pt,vestido plissado,"weddings & events,special occasion dresses,cocktail dresses",1
QC,pl,kask motocyklowy,"motorcycle equipments & parts,motorcycle parts,footrests, pedals & pegs,foot rests",0
QC,pt,naguile eletrônico recarregável zomo,"security & protection,self defense supplies,defense flashlight stick",0
QC,de,cherry mx speed silver Schalter,"computer & office,computer peripherals,mice & keyboards,keyboards",0
QC,es,botellas de agua termicas frio,"home & garden,kitchen,dining & bar,drinkware,water bottles",1
QC,fr,chemise paillettes,"men's clothing,shirts",1
QC,en,women bathing suits,"women's clothing,swimwears,cover-ups",0
QC,ar,هايلو R8,"consumer electronics,smart electronics,wearable devices,smart watches",1
QC,ko,하트슬리브,"women's clothing,shirts & blouses,women shirt",0
QC,de,Soundkarte,"consumer electronics,portable audio & video,dj equipment",1
QC,en,longchampe,"luggage & bags,women's handbags,top-handle bags",1
QC,ko,rrl 자켓,"sports shoes,clothing&accessories,sportswear & accessories,golf,golf jackets",1
QC,pt,gel exitante para mulher,"beauty & health,sex products,safer sex,lubricants",0
QC,pt,corda de pular braçadeira,"sports & entertainment,fitness & body building,portable fitness equipment,jump ropes",1
QC,ja,ボール　チェーン　バッグ,"luggage & bags,women's handbags,top-handle bags",1
QC,ko,대파크림,"home & garden,pet products,cat supplies,cat treats & vitamins",0
QC,pt,farol pra caminhão scania,"automobiles, parts & accessories,car lights,signal lamp",0
QC,ar,ماسح ضوئي,"automobiles, parts & accessories,car repair tool,code readers & scan tools",1
QC,en,tele guitar fender,"sports & entertainment,musical instruments,percussion instruments,parts & accessories",0
QC,en,lotr figure,"jewelry & accessories,fashion jewelry,rings",0
QC,en,gvm h3,"tools,tool sets,hand tool sets",0
QC,fr,geforest store,"underwear,men's underwears,boxers",0
QC,ja,ケーブルコネクタ,"phones & telecommunications,communication equipment,fiber optic connector",1
QC,it,u green,"consumer electronics,games & accessories,game deals",0
QC,ar,حقائب كريسبيلا الفاخرة,"luggage & bags,women's handbags,top-handle bags",1
QC,en,wigwam,"hair extensions & wigs,synthetic hair,synthetic wigs(for black)",0
QC,pl,kask damski,"security & protection,self defense supplies,bulletproof helmet",1
QC,pl,Yoose,"security & protection,video surveillance,surveillance system,nvr kits",0
QC,it,mouse wireless,"toys & hobbies,action & toy figures,animation derivatives/peripheral products",0
QC,ja,コスメ　可愛い,"beauty & health,makeup,body,body paint",1
QC,it,scarpe zigna,"shoes,women's shoes,women's boots（do not post in this category）",1
QC,de,honda pcx 150 Modell 2017 vollständiges Verkleidungsset,"motorcycle equipments & parts,motorcycle parts,body & frame,engine cover",0
QC,en,lamp bases,"lights & lighting,indoor lighting,ceiling lights",0
QC,it,t-shirt da uomo di lusso firmate,"men's clothing,tops & tees,t-shirts",1
QC,it,abiti caftano di lusso,"weddings & events,special occasion dresses,evening dresses",1
QC,fr,childe genshin,"jewelry & accessories,fashion jewelry,key chains",1
QC,ja,ピアス チャーム,"jewelry & accessories,customized jewelry,customized charms",1
QC,en,shelves for storage,"industrial & business,handling, warehousing & transportation equipment,warehousing storage equipment,warehouse shelf",1
QC,pt,sapatos femininos de luxo salto para festa,"shoes,women's shoes,women's boots（do not post in this category）",1
QC,ja,オートバイ　オーディオ,"motorcycle equipments & parts,motorcycle accessories,electronics & navigation,amplifiers",0
QC,ja,ミリタリ　バッグ,"sports & entertainment,camping & hiking,outdoor bags",1
QC,pl,Might Guy,"home & garden,home textile,tapestry",1
QC,pl,kolczyki ze stali nierdzewnej,"jewelry & accessories,fashion jewelry,earrings,stud earrings",1
QC,pt,tenis masculino para academia adidas,"sports shoes,clothing&accessories,sneakers,trail running",1
QC,ja,夏サンダル,"mother & kids,baby shoes,sandals & clogs",0
QC,ko,수건보관,"home improvement,bathroom fixture,bathroom hardware,towel rings",1
QC,ko,여성스포츠의류,"motorcycle equipments & parts,motorcycle equipments,snowmobile gear,snowmobile sweats & hoodies",1
QC,ko,외발손수레,"industrial & business,handling, warehousing & transportation equipment,carts, trolleys & trucks,shopping carts",0
QC,ar,جهاز تدليك كهربائي,"beauty & health,massage & relaxation,waist massage instrument",1
QC,pt,audi a3 accessories,"automobiles, parts & accessories,exterior parts,mudguards",1
QC,de,Damen Zweiteiler für Luxusparty,"women's clothing,blazer & suits,pant suits",1
QC,pl,opona samochodowa,"consumer electronics,games & accessories,game deals",0
QC,de,Mikrofon mit Lautsprecher,"phones & telecommunications,mobile phone parts,phone microphones",1
QC,ja,のーすふえいす,"motorcycle equipments & parts,motorcycle equipments,motorcycle street gear,motorcycle base layers",1
QC,pt,bolsas de luxo originais,"luggage & bags,women's handbags,tote bags",1
QC,ja,うさ耳 帽子,"apparel accessories,hats & caps,hip hop caps",1
QC,pt,foco inteligente alexa,"lights & lighting,led lighting,led spotlights",1
QC,ja,伊藤潤二 キティ,"luggage & bags,women's handbags,top-handle bags",1
QC,de,Auspuff Honda NC750X,"motorcycle equipments & parts,motorcycle parts,exhausts & exhaust systems,exhaust & exhaust systems(motorcycle)",1
QC,pt,vestido promoção,"weddings & events,formal occasion dresses,formal dresses",1
QC,ja,カーテン　重り,"home & garden,home textile,curtain/shades/screen,curtain",1
QC,ja,miu系穿搭 春夏,"sports shoes,clothing&accessories,sportswear & accessories,trainning & exercise,trainning & exercise sets",1
QC,pl,ubrania Snoopy,"underwear,women's sleep & lounge,pajama sets",0
QC,pt,aspirador.,"consumer electronics,electronic cigarettes,electronic cigarette kits",0
QC,ko,트라이크유모차,"mother & kids,baby strollers&accessories,baby stroller,mutiple stroller",1
QC,es,puño americano defensa,"sports & entertainment,camping & hiking,outdoor tools",1
QC,ko,미하라 야스히로 신발 mmy,"shoes,women's shoes,women's vulcanize shoes",1
QC,de,Kamira,"jewelry & accessories,fine jewelry,earrings,clip earrings",0
QC,pt,porta carregador fuzil,"sports & entertainment,hunting,hunting apparel & accessories,hunting accessories",1
QC,es,protector camara iphone 12 mini,"phones & telecommunications accessories,mobile phone accessories,mobile phone camera protectors",1
QC,en,bmw f10 520d exhaust,"automobiles, parts & accessories,engines & engine parts,exhaust systems,mufflers",1
QC,ja,カラーチェンジ指輪,"jewelry & accessories,customized jewelry,luxury jewelry,rings",1
QC,de,Bob Disney,"mother & kids,children's clothing,hoodies & sweatshirts",1
QC,de,Zwergenfiguren,"home & garden,garden supplies,yard & garden decor,garden statues & sculptures",1
QC,ko,홈카페,"home & garden,home decor,plaques，signs &boxes,plaques & signs",0
QC,es,calavera ram 1500,"automobiles, parts & accessories,car electronics,car ai box",0
QC,pt,torneira preta banheiro,"home improvement,bathroom fixture,bathroom faucet & accessories,bathtub faucets",1
QC,ar,آلة رش لا هوائية,"tools,construction tools,painting machines & accessories,airless paint sprayer",1
QC,fr,perruque sans colle glueless,"hair extensions & wigs,human wigs( for black),part lace wigs",1
QC,es,zapatos barefoot mujer adidas,"sports shoes,clothing&accessories,sneakers,trail running",1
QC,pt,gs1250,"motorcycle equipments & parts,motorcycle parts,body & frame,steering dampers",1
QC,es,luces led para habitacion,"lights & lighting,night lights",1
QC,de,U Green,"consumer electronics,games & accessories,game deals",0
QC,fr,casque sans fils bluetooth,"consumer electronics,portable audio & video,earphones & headphones",1
QC,ar,أحذية رياضية نسائية,"sports shoes,clothing&accessories,sneakers,hiking shoes",1
QC,de,Jogginghose schwarz,"consumer electronics,games & accessories,game deals",0
QC,fr,hirisi pêche carpe,"sports & entertainment,fishing,fishing tackle boxes",1
QC,ko,후드코트,"women's clothing,plus size clothes,plus size down coats",1
QC,en,rolex. watch,"watches,men's watches,quartz wristwatches",1
QC,it,conamoroll,"phones & telecommunications accessories,mobile phone accessories,mobile phone cases & covers",1
QC,ko,따뜻한겨울원피스,"women's clothing,dresses",1
QC,pt,birkenstock feminina,"shoes,women's shoes,flats",1
QC,pl,charmsy do crocsów McDonald's,"shoes,shoe accessories,shoe decorations",1
QC,de,Herren Baumwoll-T-Shirt Qualität,"men's clothing,tops & tees,tailor-made t-shirts",1
QC,pl,rzęsy samoprzylepne,"beauty & health,makeup,false eyelashes & tools,false eyelashes",1
QC,pt,pedaleira corrida para carro,"automobiles, parts & accessories,interior parts,car pedals and parts,pedals",1
QC,pl,damskie sukienki darmowa wysyłka,"women's clothing,jeans（new）,jeans",0
QC,pt,bone com proteção no pescoço femenino,"sports & entertainment,fishing,fishing apparel,fishing caps",1
QC,ja,チャッキー,"toys & hobbies,building & construction toys,blocks",1
QC,ja,フリーダムガンダム,"toys & hobbies,action & toy figures,action figures",1
QC,es,pegatina refrigerador,"toys & hobbies,classic toys,sticker",1
QC,fr,autocollant film,"home & garden,home decor,home decoration stickers & posters,spice stickers",1
QC,fr,deco rose,"home & garden,festive & party supplies,artificial decorations,artificial flowers",1
QC,it,vestito yukata,"novelty & special use,world apparel,asia & pacific islands clothing",1
QC,en,ice age keychain,"automobiles, parts & accessories,interior accessories,car interior decor accessories,key rings",1
QC,ar,ملحقات منظف البخار كارشر,"home appliances,home appliance parts,vacuum cleaner parts/consumables",1
QC,es,repuestos de autos,"automobiles, parts & accessories,exterior parts,body kits",1
QC,ar,ملصقات فالهالا,"home & garden,arts,crafts & sewing,scrapbooking & stamping,stickers",1
QC,ko,여성키높이신발,"sports & entertainment,skiing & snowboarding,snowboarding & skiing shoes",1
